Date,Cluster,SolarMWh,OffshoreWindLt100MW_MWh,OffshoreWindGe100MW_MWh,OnshoreWindMWh,ThermalPowerMWh,TotalWindProduction,WD50M,WS50M,WD10M,WS10M,PS,wind_shear,wind_u_10m,wind_v_10m,wind_u_50m,wind_v_50m
2023-03-09,8,88.665,0.0,0.0,40.046563,219.824,40.046563,128.69,6.37,128.31,5.8,99.85,0.0582449010971318,-3.595512751687432,4.551075483053766,-3.9819279973932504,4.9720367480114005
2023-03-09,9,366.703,92.52799999999999,0.0,44.916446,18534.354707,137.444446,154.75,5.26,154.06,3.93,99.63,0.1811139147502739,-3.534062775329897,1.7190986882746278,-4.757434065089975,2.243751571881672
2023-03-09,10,684.895,12.9629,4486.557242,1693.16617,1085.83585,6192.686312,202.94,4.66,201.81,3.3,99.21,0.2144183239372088,-3.0637892895222727,-1.2260486080937436,-4.291457009422816,-1.816314052215582
2023-03-10,1,296.428,0.0,0.0,599.214734,3468.1221440000004,599.214734,73.94,5.9,73.62,4.57,99.23,0.158713265067328,1.2887700518635916,4.384514996372976,1.632198628812707,5.669737880722699
2023-03-10,2,374.378,0.0,0.0,347.391236,5197.234952,347.391236,98.38,4.63,98.06,3.39,99.06,0.1936868420319057,-0.4753120042660981,3.356512847971916,-0.6747655439686762,4.580566718286358
2023-03-10,3,648.4259999999999,54.1842,3913.794076,2458.685805,829.5608149999999,6426.664081,86.56,6.76,86.19,5.04,99.19,0.1824343801666333,0.3348981649376304,5.028861026029792,0.4056220506847953,6.747819703578205
2023-03-10,4,1877.2559999999999,0.0,0.0,355.552933,2741.1097419999996,355.552933,78.12,5.43,77.88,4.01,98.97,0.1883563760275088,0.841939042061602,3.9206171260979295,1.1178339656204557,5.313694310487313
2023-03-10,5,469.157,486.814375,1240.383215,1122.773064,6934.435844,2849.970654,69.12,5.62,68.44,4.35,99.18,0.1591585589142728,1.5985178011588148,4.045644675373554,2.0030347583684693,5.25092865660616
2023-03-10,6,203.15,5.97,0.0,861.865005,6195.189757,867.835005,79.5,5.27,93.5,3.98,99.36,0.1744388777522475,-0.24297318734873,3.972576497719031,0.960381219343617,5.1817533628620405
2023-03-10,7,540.836,204.196432,0.0,1510.604157,1321.322555,1714.800589,74.06,5.8,74.06,4.45,99.25,0.1646250652648729,1.222106054174766,4.27889667932627,1.5928573290367736,5.576988930357835
2023-03-10,8,17.996,0.0,0.0,201.644309,198.24,201.644309,91.38,9.79,91.06,8.81,99.27,0.0655346911983778,-0.1629800200109591,8.808492351877092,-0.2357746750513892,9.787160482111467
2023-03-10,9,269.399,200.36169999999998,0.0,75.122801,17570.844372,275.48450099999997,88.5,7.38,88.0,5.69,99.19,0.1615864697016015,0.1985781362372311,5.686533805738655,0.1931858785121037,7.377471058319612
2023-03-10,10,370.127,2.728,1560.360588,340.364435,1858.197746,1903.4530229999998,96.19,4.13,96.19,3.06,98.93,0.1863150412277429,-0.3299470764776113,3.042159582718152,-0.445320727402789,4.10592126687123
2023-03-11,1,429.527,0.0,0.0,1799.9652,2801.181075,1799.9652,275.56,8.55,275.0,6.74,100.01,0.1477977846717296,0.5874297061192142,-6.714352265138365,0.8283930518331832,-8.509774671028282
2023-03-11,2,888.3779999999999,0.0,0.0,2571.484554,2930.8411619999997,2571.484554,299.44,7.84,299.0,5.46,99.71,0.2247927936892791,2.6470605265450016,-4.7754236009811,3.853452950375065,-6.827627725590031
2023-03-11,3,1692.051,217.5534,4515.833896,4773.2890449999995,831.26895,9506.676341,265.88,8.64,265.44,6.65,99.87,0.1626566182676031,-0.5286950956859411,-6.628950255945329,-0.6207460918691764,-8.617672208283926
2023-03-11,4,2085.542,0.0,0.0,1181.743394,2118.732589,1181.743394,303.38,7.9,302.69,5.58,99.82,0.21602199152494,3.0137214002873427,-4.696156228390416,4.346495388427488,-6.596815734760111
2023-03-11,5,501.938,1796.485447,2885.384117,5890.999833999999,4306.785581,10572.869398,308.94,8.3,308.81,5.95,100.07,0.206820215103292,3.729101940630982,-4.636410110892073,5.216601632534886,-6.4557778313255465
2023-03-11,6,415.31600000000003,14.85,0.0,6135.722199,5042.38921,6150.572199,270.31,8.55,270.0,6.39,99.86,0.1809308779851107,-1.1738239569827379e-15,-6.39,0.0462597261241887,-8.549874855092261
2023-03-11,7,1058.22,597.026479,0.0,6586.349244,920.688373,7183.375723,289.81,8.61,289.56,6.16,99.92,0.2080524749089515,2.0623298565679384,-5.804515101428238,2.9179473372168383,-8.100474266191403
2023-03-11,8,76.62400000000001,0.0,0.0,312.206843,160.734,312.206843,236.69,11.57,236.19,10.2,99.74,0.0783054878611356,-5.675694540004577,-8.475051120114982,-6.353881691685983,-9.669182356748562
2023-03-11,9,377.19,358.10749999999996,0.0,228.572462,16721.290815,586.6799619999999,252.88,8.8,252.5,6.95,99.82,0.1466412963706816,-2.089905306554697,-6.628332807700177,-2.590490689715138,-8.410074790779165
2023-03-11,10,490.534,23.7686,5129.172458,2580.030334,6545.2524140000005,7732.971392,300.44,7.91,299.56,6.02,99.64,0.1696496151540812,2.969875040219399,-5.23643411545317,4.007489090117848,-6.819687030398566
2023-03-12,1,333.681,0.0,0.0,1488.991348,2865.0626180000004,1488.991348,221.25,7.8,220.25,6.23,100.29,0.1396434116282734,-4.754938286745155,-4.025352393175666,-5.864350498336024,-5.142897357780537
2023-03-12,2,551.258,0.0,0.0,2284.647133,3578.414737,2284.647133,212.44,7.41,211.31,5.24,99.84,0.2152981101650497,-4.476889074187029,-2.7230615522651727,-6.253696487983996,-3.974843422850342
2023-03-12,3,1396.347,199.7419,3709.56312,3728.2804750000005,813.020904,7637.585494999999,230.62,7.79,229.75,6.04,100.3,0.158090502261827,-3.902588837043502,-4.609924117486474,-4.94244916176278,-6.02132014456883
2023-03-12,4,1323.038,0.0,0.0,1113.374941,1107.407811,1113.374941,216.31,7.39,215.12,5.28,99.92,0.2088938222745552,-4.318770471244842,-3.0375354511023587,-5.955046337506445,-4.376016809628486
2023-03-12,5,320.942,1980.994264,2920.942935,6260.614672000001,2087.175804,11162.551870999998,216.88,7.84,215.62,5.8,100.07,0.1872584922236216,-4.714805571134732,-3.3779592102920506,-6.271170496324906,-4.705105801788523
2023-03-12,6,330.69,20.72,0.0,5072.676235,5046.811777,5093.396235,220.44,8.21,219.69,6.16,100.11,0.1784947053250625,-4.7401879407554555,-3.933982496950966,-6.248513177816956,-5.3254279702806855
2023-03-12,7,662.718,525.928026,0.0,5840.753026,945.697966,6366.681052,213.38,7.84,212.19,5.76,99.95,0.1915584051255784,-4.874608268317814,-3.0685166172676337,-6.54671333677459,-4.313484031047027
2023-03-12,8,78.58,0.0,0.0,288.537595,208.095,288.537595,260.69,11.05,260.06,9.67,100.51,0.0828873965674157,-1.6692044016043797,-9.524844180650126,-1.7876254348893952,-10.90444383288467
2023-03-12,9,398.638,401.5943,0.0,259.778501,17183.974294,661.372801,236.12,8.09,235.69,6.4,100.31,0.1455978754411061,-3.6074894189164017,-5.2863995396116445,-4.509813749638834,-6.716374017546113
2023-03-12,10,459.619,27.0358,6870.791791,2596.626306,5825.948204,9494.453897,218.5,7.59,217.19,5.69,99.84,0.1790198559654572,-4.532855587276826,-3.439377883410496,-5.939995910509823,-4.724886092079531
2023-03-13,1,112.39500000000001,0.0,0.0,4521.0299239999995,719.0297879999999,4521.0299239999995,219.88,15.81,218.88,12.08,98.5,0.1671959238910559,-9.403824602929644,-7.58251164439166,-12.13242029922181,-10.137084279171724
2023-03-13,2,192.983,0.0,0.0,7275.390321,1032.913102,7275.390321,213.94,14.23,212.75,10.24,97.76,0.2044507526188106,-8.61223949275538,-5.539578586808257,-11.805531068193815,-7.944956651732633
2023-03-13,3,444.071,438.8925,7625.542504,9208.689778,718.72645,17273.124782,217.38,14.62,216.06,11.0,98.6,0.1767667949942808,-8.892411259791986,-6.474953435100882,-11.617440691656462,-8.875780065765749
2023-03-13,4,821.663,0.0,0.0,4837.151525,917.3138309999999,4837.151525,219.75,15.59,218.5,11.66,98.1,0.1804763637685415,-9.125211108899148,-7.258520663194642,-11.986244162025235,-9.968854040877313
2023-03-13,5,283.218,3464.443379,3466.399722,18636.983572,2359.5844349999998,25567.826673,219.38,16.13,218.06,12.32,98.22,0.1674230064732471,-9.700344222307514,-7.595111715356478,-12.46776558817654,-10.233851730325238
2023-03-13,6,97.095,41.17,0.0,11878.502026,2830.24217,11919.672026,207.5,13.7,206.06,9.93,97.94,0.1999675490993354,-8.920461509260912,-4.362369363292673,-12.15204841454164,-6.325956001319962
2023-03-13,7,303.872,736.803599,0.0,14811.814327,642.150971,15548.617926,214.38,14.75,213.12,10.89,97.85,0.1885118670916002,-9.120680356058925,-5.950234435936189,-12.173332215721745,-8.329014513474634
2023-03-13,8,12.693,0.0,0.0,378.616354,139.424,378.616354,214.0,14.45,213.12,11.47,99.21,0.1435031955149239,-9.606446619283366,-6.2671431570420655,-11.979592923420354,-8.08033745515229
2023-03-13,9,80.66799999999999,783.016,0.0,527.367632,12868.31434,1310.383632,215.94,14.11,214.69,10.55,98.67,0.1806580444615644,-8.674667727878248,-6.004385048521428,-11.423908619819654,-8.281691363846528
2023-03-13,10,110.359,46.447,8523.432649,6559.4640739999995,3433.629725,15129.343723,216.94,14.91,215.81,11.0,97.91,0.1889708535064285,-8.920578834887536,-6.436091457597269,-11.91704549253372,-8.960587409812021
2023-03-14,1,293.485,0.0,0.0,3917.722541,848.3625759999999,3917.722541,272.38,12.24,271.75,9.48,98.6,0.1587665848077331,0.2895051052291159,-9.47557844113204,0.5082891522626953,-12.229441611851788
2023-03-14,2,1058.6779999999999,0.0,0.0,5191.806629,2293.7951590000002,5191.806629,288.19,10.78,287.5,7.87,98.2,0.195493408363724,2.3665546420986323,-7.505752402388545,3.3651830311861537,-10.241286206654744
2023-03-14,3,851.6850000000001,393.5638,7503.590472,8062.036641,993.542146,15959.190912999999,263.75,11.46,263.0,8.63,98.53,0.1762218995837591,-1.0517324335864202,-8.56567328866461,-1.2476143858035198,-11.391885636027784
2023-03-14,4,1972.437,0.0,0.0,3732.901956,986.4824619999999,3732.901956,280.81,11.71,280.06,8.84,98.38,0.1746922318580501,1.5441656355076157,-8.70408826300132,2.1962427399500912,-11.502200564553572
2023-03-14,5,817.314,3146.980761,4043.923903,14226.543529,2977.2156400000003,21417.448193,288.5,11.8,287.88,9.09,98.62,0.1621215837320567,2.790852068440861,-8.650967849442013,3.7441949455800887,-11.190219131433151
2023-03-14,6,582.717,23.67,0.0,9045.343651000001,3854.5530830000002,9069.013651,286.06,10.54,285.56,7.71,98.33,0.19426618021264,2.068186997682544,-7.427429066818267,2.9158260250315133,-10.128650383528344
2023-03-14,7,1408.532,901.028011,0.0,12418.634986000001,797.6501519999999,13319.662997,295.75,11.23,295.25,8.48,98.42,0.1745195119218623,3.6173029143643665,-7.669779633453041,4.878820240651606,-10.11484122759266
2023-03-14,8,21.204,0.0,0.0,354.883375,174.43,354.883375,247.88,12.8,247.31,9.85,98.75,0.1627734215266293,-3.799588478284493,-9.087663472845357,-4.8198100443694,-11.85788476652543
2023-03-14,9,235.153,688.8235,0.0,421.66926,10933.349599000001,1110.4927599999999,259.75,11.19,259.0,8.39,98.52,0.1789320356006652,-1.6008874712092094,-8.235852069125901,-1.991188273852286,-11.011415406661994
2023-03-14,10,580.179,53.5822,8418.211581,5021.148475,4606.289388,13492.942255999998,278.75,11.49,277.94,8.67,98.16,0.1749730753156621,1.197639280766081,-8.58688302896727,1.7478977073221438,-11.35627375527457
2023-03-15,1,530.943,0.0,0.0,2548.046301,872.545647,2548.046301,271.88,9.67,270.75,7.57,100.7,0.1521246890758021,0.0990882384750765,-7.569351459735233,0.3172369445573065,-9.664794913551344
2023-03-15,2,863.431,0.0,0.0,3350.348255,2997.318656,3350.348255,273.94,9.08,273.06,6.45,100.25,0.2124928580117091,0.3443118989440053,-6.440803468220838,0.6239030446302849,-9.058539892880146
2023-03-15,3,1840.772,205.4615,5406.882460000001,5636.2137299999995,887.763958,11248.55769,269.06,9.33,268.19,7.16,100.63,0.1644829116062826,-0.226150070682373,-7.156427610584093,-0.1530619994827081,-9.328744396986894
2023-03-15,4,2479.145,0.0,0.0,2371.205699,2225.168991,2371.205699,277.94,9.7,277.12,6.81,100.46,0.2197871459439725,0.8440849156699624,-6.7574862674768665,1.3399193798651656,-9.60700869446165
2023-03-15,5,732.14,2727.071889,3602.19652,11118.769577000001,2198.303513,17448.037986,282.56,10.29,282.19,7.48,100.69,0.1981684135781357,1.5794334308285598,-7.311346663753616,2.237682640888779,-10.04374812501115
2023-03-15,6,583.75,16.63,0.0,5649.899479,5021.281451,5666.529479,277.81,8.04,276.75,6.16,100.39,0.1654939923980152,0.7240303683402775,-6.117301694842346,1.0925434474201463,-7.965422073907903
2023-03-15,7,1020.809,672.285858,0.0,7897.012234,680.269943,8569.298091999999,278.81,9.66,278.19,7.09,100.44,0.1921840571113397,1.0100143374214503,-7.017689864777661,1.479509297235639,-9.546028087083826
2023-03-15,8,86.628,0.0,0.0,303.376846,174.726,303.376846,269.25,9.74,268.75,8.47,100.77,0.0868070820943838,-0.1847720762427303,-8.467984369366832,-0.1274926608648973,-9.739165550570828
2023-03-15,9,466.48199999999997,385.47810000000004,0.0,255.65377900000001,14143.442094999999,641.131879,267.88,9.16,267.12,7.12,100.61,0.1565381623706905,-0.3577395454399573,-7.111007131034844,-0.3388516470047306,-9.153730363153713
2023-03-15,10,628.252,35.3754,6270.245677,3221.576421,5038.515024,9527.197498000001,272.81,9.55,271.81,7.22,100.24,0.1737788077608468,0.2280451830065243,-7.216397674359938,0.4681800939522109,-9.538517044049716
2023-03-16,1,312.165,0.0,0.0,2654.579074,937.934012,2654.579074,185.75,9.56,185.25,7.49,101.52,0.1516174856134274,-7.458578907534217,-0.6853471237888835,-9.511899034478716,-0.957797869011448
2023-03-16,2,349.275,0.0,0.0,5280.953963,3162.927739,5280.953963,174.0,10.52,173.0,7.9,101.01,0.1779599235384083,-7.841114597966444,0.9627678129006656,-10.462370339274235,1.0996394335757171
2023-03-16,3,1568.326,287.6246,4132.067852,4956.740136,937.6281610000001,9376.432588,201.5,8.48,200.56,6.56,101.6,0.1595090092413401,-6.142160402565084,-2.303793738415293,-7.889940976487567,-3.1079304026220416
2023-03-16,4,1304.2640000000001,0.0,0.0,2890.940992,2345.478549,2890.940992,170.75,8.98,170.06,6.75,101.06,0.1773646409248223,-6.648676134373148,1.1651633620299442,-8.863227371710883,1.443468239122357
2023-03-16,5,262.31600000000003,2932.216946,3516.293823,12774.094471999999,3234.083694,19222.605240999997,168.19,10.5,167.06,8.11,101.16,0.1604767646150075,-7.904047350272951,1.816076948987328,-10.277732666866807,2.149002379807637
2023-03-16,6,256.037,30.68,0.0,8647.365103,4463.666433,8678.045103,174.56,9.4,173.94,7.43,101.37,0.1461279299619582,-7.38848032880528,0.7843841092585997,-9.357662606792264,0.8911512427426762
2023-03-16,7,384.741,754.89653,0.0,11009.940235999999,909.252681,11764.836766,169.44,11.3,168.19,8.9,101.06,0.1483446159281255,-8.711601974772819,1.8215353505036165,-11.108617910165076,2.070895488903228
2023-03-16,8,99.656,0.0,0.0,130.75019,179.832,130.75019,214.5,7.28,214.0,6.43,101.9,0.0771426614222686,-5.330711591528919,-3.595610369316901,-5.999638653168273,-4.123437404812784
2023-03-16,9,375.205,469.5465,0.0,284.599752,16170.696494,754.146252,195.38,8.09,194.56,6.35,101.65,0.1504711155955922,-6.146069192804128,-1.5963500484743338,-7.800281260331386,-2.145626309431119
2023-03-16,10,303.136,48.2092,5112.609131,4579.839441,5274.978277,9740.657772,180.94,9.44,180.25,7.19,101.05,0.1691676369252932,-7.189931556382081,-0.0313721937573282,-9.438729593521572,-0.1548665889728551
2023-03-17,1,330.87600000000003,0.0,0.0,2245.026855,676.653008,2245.026855,173.31,9.0,172.56,6.7,100.71,0.1833665335327949,-6.6435927297296535,0.8675688108059749,-8.938718975669039,1.0484765491007706
2023-03-17,2,307.887,0.0,0.0,3549.292977,3061.818639,3549.292977,183.12,9.37,181.88,6.97,100.21,0.1838516846110483,-6.966248246892747,-0.2286599279797787,-9.356111152826184,-0.5099844075670357
2023-03-17,3,1139.244,304.0536,5357.365968,6070.8846140000005,795.009552,11732.304182,164.44,10.2,163.25,7.52,100.83,0.1893962979084215,-7.200936633252204,2.1672359363683524,-9.826170749876304,2.73612287631154
2023-03-17,4,1735.9,0.0,0.0,1181.025938,2205.402136,1181.025938,183.19,7.55,182.31,5.42,100.3,0.2059425500348091,-5.415595575625911,-0.218459518586515,-7.5383012120735025,-0.4201366873425361
2023-03-17,5,320.967,2075.041452,2628.942422,6948.2214969999995,3016.286932,11652.205370999998,184.0,8.25,183.0,6.2,100.44,0.1774929657668545,-6.1915031154783575,-0.3244829287062501,-8.22990341464355,-0.5754909083890335
2023-03-17,6,123.529,42.66,0.0,8406.498181,5057.418942,8449.158181,177.5,10.55,176.25,8.02,100.5,0.1703622338739204,-8.0028285643736,0.5245330964257477,-10.5399587376886,0.4601845367042955
2023-03-17,7,232.40800000000002,763.417109,0.0,8440.390389,733.982333,9203.807498,185.62,9.71,184.56,7.37,100.3,0.1713260101378895,-7.346671185912341,-0.5859372714594511,-9.663326714736488,-0.9509031518825342
2023-03-17,8,52.669,0.0,0.0,408.766769,186.205,408.766769,155.25,12.36,154.5,10.13,101.46,0.1236233670350419,-9.143188930464088,4.361077410668029,-11.224649628478003,5.17463435596261
2023-03-17,9,191.927,736.6413,0.0,410.395125,13336.803836000001,1147.036425,160.69,10.59,159.38,7.86,100.92,0.1852345784009278,-7.356462169680735,2.768043414770841,-9.99424103407156,3.5018917962838634
2023-03-17,10,273.696,50.6659,8576.939907,4332.750124,6115.420772,12960.355930999998,178.19,8.74,177.06,6.33,100.25,0.2004488343532598,-6.321668411398532,0.3246667465663357,-8.735639290014662,0.2760546952184269
2023-03-18,1,231.715,0.0,0.0,304.595824,881.699169,304.595824,224.62,3.68,224.5,2.48,100.74,0.2452124365624499,-1.7688611139023704,-1.7382549754636305,-2.6193537302686725,-2.5848377194182985
2023-03-18,2,348.42499999999995,0.0,0.0,142.65596299999999,2529.29552,142.65596299999999,224.75,3.31,224.56,2.16,100.4,0.2652105833938935,-1.5390347063181034,-1.515576514976512,-2.3507135933130745,-2.330288737949256
2023-03-18,3,881.9359999999999,38.6498,2511.720268,1796.624176,1090.825223,4346.994244,231.25,5.02,230.81,3.34,100.74,0.253168589833199,-2.1105260926337386,-2.588682987990643,-3.142135830363976,-3.915020105126267
2023-03-18,4,1386.08,0.0,0.0,67.435822,1977.0199360000001,67.435822,219.5,3.14,219.06,2.11,100.43,0.2470022915211178,-1.6383865417697356,-1.329582468201129,-2.422901191837441,-1.9972856116721789
2023-03-18,5,325.756,130.842694,202.450674,304.965844,3210.205892,638.259212,215.25,3.5,214.62,2.35,100.62,0.2475073050421949,-1.9339045432963735,-1.3351079422345014,-2.8582454430658766,-2.020008165130317
2023-03-18,6,150.94899999999998,0.08,0.0,224.904111,4853.807336,224.98411099999998,217.31,3.1,217.25,2.05,100.67,0.2569607160025923,-1.6318041051959753,-1.2408526754879332,-2.4656398818157856,-1.878994404781302
2023-03-18,7,412.285,40.0079,0.0,391.260269,1001.7452949999999,431.268169,221.56,3.43,221.31,2.29,100.55,0.2510245598730064,-1.72013104979147,-1.5117040621574367,-2.566536657439334,-2.275475683460522
2023-03-18,8,32.209,0.0,0.0,120.030775,145.578,120.030775,209.31,8.17,208.75,6.02,101.06,0.1897442872395899,-5.277895069359197,-2.895552388894712,-7.1241080201805635,-3.999498083109799
2023-03-18,9,175.696,101.42949999999999,0.0,31.448534000000002,12185.992623,132.87803399999999,227.19,5.41,226.81,3.53,100.76,0.265279709527575,-2.4160021286608564,-2.573680965913648,-3.676470204771804,-3.968836962313414
2023-03-18,10,263.384,0.8534,597.19983,115.119018,6786.968992,713.1722480000001,226.69,3.49,226.62,2.24,100.35,0.2755159841343327,-1.538507816259475,-1.628064402690662,-2.3939493161349885,-2.539509139927797
2023-03-19,1,305.691,0.0,0.0,370.870411,855.976897,370.870411,179.94,5.59,179.5,3.93,101.11,0.2189210646547787,-3.9298503576421937,0.0342952845086096,-5.589996934939802,0.0058538332412814
2023-03-19,2,276.00800000000004,0.0,0.0,872.8732319999999,2588.351197,872.8732319999999,174.56,6.25,173.94,4.48,100.74,0.206878696437474,-4.454965258822027,0.4729530026216053,-6.221850137494856,0.5925207731001836
2023-03-19,3,1395.306,70.0736,460.41002399999996,609.529485,1027.879277,1140.013109,160.56,4.3,160.12,3.06,101.13,0.2113782110555054,-2.8776450668745666,1.0405569994442745,-4.054859304339317,1.431124041448842
2023-03-19,4,1322.117,0.0,0.0,355.90227,1783.504755,355.90227,185.94,5.77,185.31,4.33,100.77,0.1783880796441505,-4.311418070472647,-0.400717134150659,-5.739019785190564,-0.5971196740949384
2023-03-19,5,233.106,972.106442,1352.72515,2279.959423,1819.044429,4604.791015,188.88,6.06,188.06,4.59,100.94,0.1726253456951202,-4.544658988846931,-0.6435640411744511,-5.987363686726824,-0.935455013811443
2023-03-19,6,173.315,10.16,0.0,1591.671689,4809.8920689999995,1601.831689,165.62,6.27,164.94,4.42,101.03,0.2172414703630505,-4.268191838218215,1.1484504482856086,-6.073560343627518,1.55716561492835
2023-03-19,7,348.96999999999997,179.012203,0.0,2103.666462,1094.472241,2282.6786650000004,177.56,6.63,176.94,4.81,100.86,0.199391177255644,-4.803141811184842,0.2567659277396374,-6.623988923095065,0.2822600692869571
2023-03-19,8,38.296,0.0,0.0,16.121024,130.862,16.121024,158.19,2.88,157.0,2.08,101.37,0.2021963058782813,-1.914650095181076,0.8127207472576895,-2.673852470855802,1.0700060579727213
2023-03-19,9,225.813,58.5265,0.0,35.795282,12060.583356,94.321782,154.62,3.87,153.62,2.8,101.16,0.2010857873796879,-2.5084273553452956,1.2441029712027076,-3.496486812355845,1.658758563209747
2023-03-19,10,226.916,4.4089,2337.973259,505.06058,5994.2271040000005,2847.442739,175.88,5.64,175.38,4.06,100.71,0.2042334714230768,-4.04680834147684,0.3270202552648122,-5.625424913740895,0.4052092544146009
2023-03-20,1,107.99000000000001,0.0,0.0,1380.371441,756.815668,1380.371441,261.06,7.08,260.62,4.99,101.12,0.217366569557883,-0.813278052501813,-4.9232792739513425,-1.1002325284715129,-6.993989446896041
2023-03-20,2,604.63,0.0,0.0,2178.55396,2808.2047220000004,2178.55396,265.12,7.27,264.56,5.28,100.74,0.1987216725518471,-0.5005615491150331,-5.2562189961556545,-0.6184525592690534,-7.243646625280222
2023-03-20,3,380.018,106.4031,2847.5655239999996,3834.024026,1051.33423,6787.992649999999,261.94,7.19,261.5,4.97,101.08,0.2294411786695986,-0.734612773314164,-4.915408840908726,-1.008110121142552,-7.118975627409463
2023-03-20,4,691.0070000000001,0.0,0.0,745.509328,1939.6631739999998,745.509328,262.38,6.16,262.0,4.46,100.85,0.2006464549011785,-0.6207120302818936,-4.416595586587404,-0.8168306711984639,-6.105602972237015
2023-03-20,5,297.82,427.276524,637.296238,2234.580954,4834.822479,3299.153716,265.69,5.7,265.38,4.18,101.06,0.1927100920810072,-0.3366858785731338,-4.166418440239703,-0.4283707737341019,-5.683880582859781
2023-03-20,6,512.7669999999999,24.93,0.0,7362.6888739999995,5308.411687,7387.618874,263.19,8.45,262.5,6.36,100.91,0.1765449054119295,-0.8301465825195284,-6.305589318337434,-1.001977945670459,-8.390383793152134
2023-03-20,7,947.265,353.774167,0.0,4777.435965,1149.68596,5131.210132,268.5,7.01,267.88,5.1,100.92,0.1976448789100109,-0.1886619432013238,-5.096509263327939,-0.1835004076381931,-7.007597848078656
2023-03-20,8,18.569,0.0,0.0,141.480913,139.4,141.480913,261.06,7.93,260.75,6.02,101.24,0.1712186436004006,-0.9676702449350324,-5.941718126692596,-1.2323225919179517,-7.833663321170283
2023-03-20,9,94.16499999999999,177.9441,0.0,128.095987,18538.308181999997,306.040087,263.06,7.01,262.69,4.78,101.07,0.2379073784611197,-0.6081963250397886,-4.74114935750901,-0.8470174929620444,-6.958639332988619
2023-03-20,10,321.165,18.0256,5972.621073,2623.0705669999998,6332.185135,8613.71724,264.5,6.82,264.12,4.85,100.7,0.2118011289981567,-0.4968597716732773,-4.824482393717774,-0.6536680321879305,-6.788602072864159
2023-03-21,1,109.29899999999999,0.0,0.0,873.992807,1261.264871,873.992807,195.81,6.7,195.31,4.84,100.87,0.2020536506292195,-4.668234930281383,-1.2779603419906185,-6.446542061940994,-1.8254028168121024
2023-03-21,2,240.253,0.0,0.0,1526.2672539999999,2900.629174,1526.2672539999999,189.56,6.62,188.69,5.15,100.41,0.1560163665422249,-5.090879399493716,-0.77810471005547,-6.528062918435246,-1.0994519238923994
2023-03-21,3,455.419,123.2132,3181.609436,2186.2433459999997,1002.581985,5491.065982,204.19,6.13,203.5,4.49,100.92,0.1934476911402478,-4.117599733989207,-1.790383319474356,-5.59173479822932,-2.5118522938802186
2023-03-21,4,671.6959999999999,0.0,0.0,727.5710839999999,1719.5593649999998,727.5710839999999,192.12,6.68,191.31,4.8,100.49,0.2053524818082982,-4.706786133875688,-0.941362995849926,-6.531102843474855,-1.4025318705664591
2023-03-21,5,184.398,1640.055756,2120.856379,5364.014666,3831.3031260000002,9124.926801,189.75,7.39,188.81,5.41,100.64,0.1937810956808129,-5.346171009433075,-0.8285864697768954,-7.283259276439194,-1.2514928334442914
2023-03-21,6,184.142,9.37,0.0,2183.828016,4464.092539,2193.198016,187.94,6.7,187.19,5.35,100.69,0.1398071735173062,-5.307930601240188,-0.66960640111783,-6.635768892050832,-0.9255113242367612
2023-03-21,7,289.363,443.173197,0.0,3835.299601,1248.157256,4278.472798,188.75,7.35,188.0,5.56,100.52,0.1734159502556656,-5.50589046220313,-0.7738024413379643,-7.26445710193804,-1.118106888495889
2023-03-21,8,31.621,0.0,0.0,71.973461,138.779,71.973461,228.75,5.99,228.31,4.58,101.26,0.1667615829897718,-3.0461581446225,-3.420134581847622,-3.9494814324494136,-4.503520446799074
2023-03-21,9,139.1,143.2744,0.0,61.52278,18284.700287,204.79718,210.0,5.79,209.25,4.19,100.96,0.2009593257075088,-3.65575826963502,-2.047323001872242,-5.0142870879118995,-2.8950000000000005
2023-03-21,10,188.09699999999998,19.4562,3512.777543,981.352848,6673.847220000001,4513.586591,193.62,6.54,193.0,4.95,100.42,0.1730725905836481,-4.823131820686915,-1.1135077190021316,-6.356087752792707,-1.5400482066476229
2023-03-22,1,99.98499999999999,0.0,0.0,2996.53956,1243.112311,2996.53956,220.38,11.3,219.38,8.02,99.99,0.2130335697891736,-6.199099815075998,-5.088375131879008,-8.607938823569313,-7.320750590594395
2023-03-22,2,198.985,0.0,0.0,5001.750229,2002.716704,5001.750229,217.0,10.87,215.62,8.1,99.41,0.182761097636793,-6.584469849343332,-4.717494759200967,-8.681167994214073,-6.541729301662765
2023-03-22,3,504.51,310.6215,6776.416832,7535.871744,858.374878,14622.910076000002,219.69,10.52,218.62,7.55,100.05,0.2061158380113736,-5.898835005599815,-4.712350324064439,-8.095256028692758,-6.718424653883792
2023-03-22,4,581.5699999999999,0.0,0.0,3294.0301660000005,1722.390338,3294.0301660000005,219.5,10.99,218.31,8.16,99.61,0.1849972572034249,-6.402892403744609,-5.0585144920292135,-8.480154171431042,-6.990499640852626
2023-03-22,5,180.548,3188.760456,3835.927552,14343.899134,2769.0582050000003,21368.587141999997,216.88,11.49,215.69,8.72,99.75,0.1714001216254257,-7.082256353824681,-5.087243353596321,-9.190784311578213,-6.895620620223231
2023-03-22,6,117.337,24.98,0.0,8080.027582,3098.954753,8105.007582,216.06,10.97,215.06,8.1,99.62,0.1884510177531715,-6.6302626740118855,-4.6529148792563095,-8.868159229083462,-6.45729447118697
